date,sales_revenue,sales_cogs,year,quarter,month,month_name,year_month,weekday,day_of_week,sales_margin,sales_margin_pct,order_count,cancelled_orders,returned_orders,item_net_revenue,item_margin,avg_order_value,promo_order_share,cod_order_share,avg_fulfillment_days,cancel_rate,return_order_rate,sessions,unique_visitors,page_views,weighted_bounce_rate,weighted_avg_session_duration_sec,sales_revenue_rolling_7d,sales_margin_rolling_7d,sales_revenue_rolling_30d,sales_margin_rolling_30d,sales_revenue_rolling_90d,sales_margin_rolling_90d,orders_per_session,revenue_per_session,page_views_per_session
2012-07-14,3820831.41,3075464.87,2012,3,7,July,2012-07,Saturday,6,745366.54,0.19507967246322444,157,12,10,3820831.41,745366.5419279395,24336.505796178346,0.0,0.15286624203821655,6.190140845070423,0.07643312101910828,0.06369426751592357,0.0,0.0,0.0,,,4513148.128571428,990734.5142857144,4108119.877272727,888452.0427272728,4108119.877272727,888452.0427272728,,,
2012-07-15,3948841.28,3154482.05,2012,3,7,July,2012-07,Sunday,7,794359.23,0.20116261294756319,149,16,8,3948841.28,794359.2303902789,26502.290469798656,0.0,0.18120805369127516,5.859375,0.10738255033557047,0.053691275167785234,0.0,0.0,0.0,,,4740003.754285715,1025324.5314285716,4094846.660833333,880610.9750000001,4094846.660833333,880610.9750000001,,,
2012-07-16,3503801.49,2708219.59,2012,3,7,July,2012-07,Monday,1,795581.9000000004,0.22706249262996928,140,11,7,3503801.49,795581.8989774847,25027.1535,0.0,0.17857142857142858,5.636363636363637,0.07857142857142857,0.05,0.0,0.0,0.0,,,4733634.472857143,1030329.8342857145,4049381.647692308,874070.2769230771,4049381.647692308,874070.2769230771,,,
2012-07-17,4476729.49,3463061.65,2012,3,7,July,2012-07,Tuesday,2,1013667.8400000003,0.22643044263994613,185,19,9,4476729.49,1013667.8408818507,24198.537783783784,0.0,0.14594594594594595,6.1,0.10270270270270271,0.04864864864864865,0.0,0.0,0.0,,,4625318.882857143,1005068.1285714286,4079906.493571428,884041.5314285716,4079906.493571428,884041.5314285716,,,
2012-07-18,5184141.46,4072012.16,2012,3,7,July,2012-07,Wednesday,3,1112129.2999999998,0.2145252610448635,225,21,14,5184141.46,1112129.3015419303,23040.628711111112,0.0,0.16444444444444445,5.773399014778325,0.09333333333333334,0.06222222222222222,0.0,0.0,0.0,,,4568355.551428571,986147.7842857145,4153522.158,899247.3826666668,4153522.158,899247.3826666668,,,
2012-07-19,6421487.11,5007270.91,2012,3,7,July,2012-07,Thursday,4,1414216.2000000002,0.22023188332772345,263,20,21,6421487.11,1414216.197478833,24416.30079847909,0.0,0.12927756653992395,5.815126050420168,0.07604562737642585,0.07984790874524715,0.0,0.0,0.0,,,4666477.707142857,1005918.5628571429,4295269.9675,931432.9337500001,4295269.9675,931432.9337500001,,,
2012-07-20,5171470.46,4213989.64,2012,3,7,July,2012-07,Friday,5,957480.8200000003,0.1851467251734046,231,23,7,5171470.46,957480.8203661467,22387.318008658007,0.0,0.14285714285714285,6.088669950738916,0.09956709956709957,0.030303030303030304,0.0,0.0,0.0,,,4646757.528571429,976114.5471428573,4346811.172941176,932965.1623529412,4346811.172941176,932965.1623529412,,,
2012-07-21,3442157.02,2746075.45,2012,3,7,July,2012-07,Saturday,6,696081.5699999998,0.20222249187226207,171,17,10,3442157.02,696081.5663804505,20129.57321637427,0.0,0.14035087719298245,6.12751677852349,0.09941520467836257,0.05847953216374269,0.0,0.0,0.0,,,4592661.187142857,969073.8371428574,4296552.608888889,919804.9627777779,4296552.608888889,919804.9627777779,,,
2012-07-22,3117550.57,2531656.38,2012,3,7,July,2012-07,Sunday,7,585894.19,0.1879341415141824,140,12,6,3117550.57,585894.1878755938,22268.218357142858,0.0,0.15,6.186991869918699,0.08571428571428572,0.04285714285714286,0.0,0.0,0.0,,,4473905.371428572,939293.1171428572,4234499.87,902230.7115789475,4234499.87,902230.7115789475,,,
2012-07-23,4730517.69,3685006.66,2012,3,7,July,2012-07,Monday,1,1045511.0300000003,0.22101408313304505,206,10,10,4730517.69,1045511.0250636009,22963.67810679612,0.0,0.16019417475728157,6.119791666666667,0.04854368932038835,0.04854368932038835,0.0,0.0,0.0,,,4649150.542857142,974997.2785714286,4259300.761,909394.7275,4259300.761,909394.7275,,,
2012-07-24,4096496.12,3248450.65,2012,3,7,July,2012-07,Tuesday,2,848045.4700000002,0.20701727651093202,186,17,10,4096496.12,848045.4666063554,22024.172688172042,0.0,0.11290322580645161,5.93125,0.0913978494623656,0.053763440860215055,0.0,0.0,0.0,,,4594831.49,951336.9400000001,4251548.159047619,906473.3342857144,4251548.159047619,906473.3342857144,,,
2012-07-25,5246688.08,4140019.37,2012,3,7,July,2012-07,Wednesday,3,1106668.71,0.21092710165457368,224,23,23,5246688.08,1106668.7090241336,23422.714642857143,0.0,0.16964285714285715,5.973958333333333,0.10267857142857142,0.10267857142857142,0.0,0.0,0.0,,,4603766.721428571,950556.8557142857,4296781.791818182,915573.1240909091,4296781.791818182,915573.1240909091,,,
2012-07-26,5851965.06,4579171.74,2012,3,7,July,2012-07,Thursday,4,1272793.3199999994,0.21749844829046186,273,31,12,5851965.06,1272793.319487863,21435.769450549447,0.0,0.16117216117216118,6.0886075949367084,0.11355311355311355,0.04395604395604396,0.0,0.0,0.0,,,4522406.428571428,930353.587142857,4364398.455652175,931104.4369565218,4364398.455652175,931104.4369565218,,,
2012-07-27,5156699.45,3989402.2,2012,3,7,July,2012-07,Friday,5,1167297.25,0.2263651898502636,212,25,14,5156699.45,1167297.2491614965,24324.054009433963,0.0,0.14622641509433962,6.1208791208791204,0.1179245283018868,0.0660377358490566,0.0,0.0,0.0,,,4520296.284285714,960327.3628571427,4397410.997083333,940945.8041666667,4397410.997083333,940945.8041666667,,,
2012-07-28,4326956.84,3403662.59,2012,3,7,July,2012-07,Saturday,6,923294.25,0.2133818949763317,176,12,6,4326956.84,923294.2453739627,24584.982045454544,0.0,0.11363636363636363,6.0,0.06818181818181818,0.03409090909090909,0.0,0.0,0.0,,,4646696.258571428,992786.317142857,4394592.8308,940239.7420000001,4394592.8308,940239.7420000001,,,
2012-07-29,4804199.65,3819645.91,2012,3,7,July,2012-07,Sunday,7,984553.7400000002,0.20493605839216114,206,19,10,4804199.65,984553.7390107239,23321.357524271847,0.0,0.11650485436893204,5.872222222222222,0.09223300970873786,0.04854368932038835,0.0,0.0,0.0,,,4887646.127142857,1049737.6814285715,4410346.939230769,941944.1265384617,4410346.939230769,941944.1265384617,,,
2012-07-30,6586130.95,5195109.56,2012,3,7,July,2012-07,Monday,1,1391021.3900000006,0.21120463600864184,268,20,15,6586130.95,1391021.394477902,24575.115485074628,0.0,0.13432835820895522,6.049382716049383,0.07462686567164178,0.055970149253731345,0.0,0.0,0.0,,,5152733.735714287,1099096.3042857144,4490931.532222223,958576.617777778,4490931.532222223,958576.617777778,,,
2012-07-31,9151622.14,7142891.18,2012,3,7,July,2012-07,Tuesday,2,2008730.960000001,0.21949452559019234,381,41,18,9151622.14,2008730.9562821025,24020.005616797902,0.0,0.13123359580052493,6.176646706586826,0.10761154855643044,0.047244094488188976,0.0,0.0,0.0,,,5874894.595714286,1264908.5171428572,4657384.768214286,996082.1300000001,4657384.768214286,996082.1300000001,,,
2012-08-01,9148357.3,7308514.33,2012,3,8,August,2012-08,Wednesday,3,1839842.9700000007,0.20111184004586272,360,31,17,9148357.3,1839842.9704781522,25412.103611111113,0.0,0.14166666666666666,6.02588996763754,0.08611111111111111,0.04722222222222222,0.0,0.0,0.0,,,6432275.912857143,1369647.6971428576,4812245.89,1025177.3313793105,4812245.89,1025177.3313793105,,,
2012-08-02,9692427.0,7537501.15,2012,3,8,August,2012-08,Thursday,4,2154925.8499999996,0.22233088265715076,413,33,24,9692427.0,2154925.8514624834,23468.346246973364,0.0,0.15012106537530268,5.913043478260869,0.07990314769975787,0.05811138014527845,0.0,0.0,0.0,,,6980913.332857142,1495666.6300000004,4974918.593666667,1062835.6153333334,4974918.593666667,1062835.6153333334,,,
2012-08-03,9297269.95,7118808.46,2012,3,8,August,2012-08,Friday,5,2178461.4899999993,0.23431195412369407,353,36,17,9297269.95,2178461.485674885,26337.875212464587,0.0,0.1643059490084986,6.0816993464052285,0.10198300283286119,0.04815864022662889,0.0,0.0,0.0,,,7572423.404285714,1640118.6642857143,5114042.660666666,1097432.4400000002,5114349.282580645,1098823.5467741936,,,
2012-08-04,6384195.03,5087528.11,2012,3,8,August,2012-08,Saturday,6,1296666.92,0.2031057813720957,245,26,12,6384195.03,1296666.9243365913,26057.938897959186,0.0,0.12653061224489795,6.119617224880383,0.10612244897959183,0.04897959183673469,0.0,0.0,0.0,,,7866314.574285715,1693457.6171428573,5235123.38,1120614.896666667,5154031.9621875,1105006.1521875001,,,
2012-08-05,2359224.19,1863413.11,2012,3,8,August,2012-08,Sunday,7,495811.07999999984,0.21015852673162014,76,6,6,2359224.19,495811.07623133925,31042.42355263158,0.0,0.10526315789473684,5.838235294117647,0.07894736842105263,0.07894736842105263,0.0,0.0,0.0,,,7517032.365714286,1623637.2371428572,5211963.205666666,1119262.0466666666,5069340.817575757,1086545.6954545456,,,
2012-08-06,3630003.7,2922718.71,2012,3,8,August,2012-08,Monday,1,707284.9900000002,0.1948441512607825,114,9,9,3630003.6999999997,707284.9898185757,31842.137719298244,0.0,0.13157894736842105,5.94949494949495,0.07894736842105263,0.07894736842105263,0.0,0.0,0.0,,,7094728.472857143,1525960.6085714286,5244032.297666667,1124182.069,5027007.372941176,1075390.9688235295,,,
2012-08-07,2240253.44,1781265.84,2012,3,8,August,2012-08,Tuesday,2,458987.59999999986,0.20488199763683876,93,13,4,2240253.44,458987.6021341135,24088.746666666666,0.0,0.11827956989247312,5.96,0.13978494623655913,0.043010752688172046,0.0,0.0,0.0,,,6107390.087142857,1304568.6999999997,5240012.349,1121074.0186666667,4947385.832,1057779.444,,,
2012-08-08,2617553.36,1997006.42,2012,3,8,August,2012-08,Wednesday,3,620546.94,0.23707136193777534,129,15,9,2617553.36,620546.9357660037,20291.111317829458,0.0,0.13178294573643412,6.0181818181818185,0.11627906976744186,0.06976744186046512,0.0,0.0,0.0,,,5174418.095714286,1130383.5528571426,5208984.578999999,1116407.4239999999,4882668.263333333,1045634.0966666668,,,
2012-08-09,4478691.52,3621672.71,2012,3,8,August,2012-08,Thursday,4,857018.8099999996,0.19135473076743623,156,16,7,4478691.5200000005,857018.8063459676,28709.56102564103,0.0,0.14102564102564102,6.065217391304348,0.10256410256410256,0.04487179487179487,0.0,0.0,0.0,,,4429598.741428571,944968.2614285713,5183776.342333334,1105291.3916666668,4871749.972972973,1040536.3862162161,,,
2012-08-10,3412496.65,2699279.56,2012,3,8,August,2012-08,Friday,5,713217.0899999999,0.209001550228628,158,16,9,3412496.65,713217.086659911,21598.080063291138,0.0,0.14556962025316456,6.100719424460432,0.10126582278481013,0.056962025316455694,0.0,0.0,0.0,,,3588916.8414285714,735647.6328571428,5111430.071333334,1087579.571,4833348.569736842,1031922.7205263159,,,
2012-08-11,2732604.35,2168668.05,2012,3,8,August,2012-08,Saturday,6,563936.3000000003,0.20637319852030545,110,8,12,2732604.35,563936.3021428272,24841.857727272727,0.0,0.14545454545454545,5.98,0.07272727272727272,0.10909090909090909,0.0,0.0,0.0,,,3067261.0300000003,630971.83,5011362.482333333,1063850.0893333335,4779483.333333333,1019923.0687179487,,,
2012-08-12,3388181.83,2654275.25,2012,3,8,August,2012-08,Sunday,7,733906.5800000001,0.21660779049747753,138,12,9,3388181.83,733906.5812179018,24552.04224637681,0.0,0.17391304347826086,5.768595041322314,0.08695652173913043,0.06521739130434782,0.0,0.0,0.0,,,3214254.978571429,664985.4728571428,4947318.153,1049443.3443333334,4744700.7957500005,1012772.6565000002,,,
2012-08-13,3928170.01,3189564.96,2012,3,8,August,2012-08,Monday,1,738605.0499999998,0.18802777072268312,153,10,6,3928170.0100000002,738605.0534411,25674.313790849676,0.0,0.17647058823529413,5.934782608695652,0.06535947712418301,0.0392156862745098,0.0,0.0,0.0,,,3256850.1657142853,669459.7671428571,4950896.106333333,1049217.9613333333,4724785.410731708,1006085.6417073171,,,
2012-08-14,4033912.16,3258198.58,2012,3,8,August,2012-08,Tuesday,2,775713.5800000001,0.19229808415064745,151,14,8,4033912.16,775713.5766148027,26714.650066225167,0.0,0.1390728476821192,6.075187969924812,0.09271523178807947,0.052980132450331126,0.0,0.0,0.0,,,3513087.125714286,714706.3357142856,4953731.8023333335,1048596.4396666668,4708336.047619048,1000600.5926190476,,,
2012-08-15,3780293.26,2886923.59,2012,3,8,August,2012-08,Wednesday,3,893369.6699999999,0.23632284813797752,162,15,12,3780293.2600000002,893369.6682035658,23335.143580246917,0.0,0.19135802469135801,5.909090909090909,0.09259259259259259,0.07407407407407407,0.0,0.0,0.0,,,3679192.825714286,753681.0114285714,4962948.194666667,1051856.0320000001,4686753.657209302,998106.8502325582,,,
2012-08-16,5249978.18,4222455.97,2012,3,8,August,2012-08,Thursday,4,1027522.21,0.19571932963729005,212,25,15,5249978.18,1027522.2104606444,24764.048018867925,0.0,0.14622641509433962,6.038461538461538,0.1179245283018868,0.07075471698113207,0.0,0.0,0.0,,,3789376.634285714,778038.6399999999,4988723.151,1052317.8443333334,4699554.214545455,998775.3811363637,,,
2012-08-17,4089284.05,3238908.92,2012,3,8,August,2012-08,Friday,5,850375.1299999999,0.2079520814896681,158,11,6,4089284.05,850375.1290361925,25881.544620253164,0.0,0.16455696202531644,5.825174825174825,0.06962025316455696,0.0379746835443038,0.0,0.0,0.0,,,3886060.5485714287,797632.6457142858,4952227.904,1043592.7053333333,4685992.655333334,995477.5977777777,,,
2012-08-18,3450015.71,2808916.94,2012,3,8,August,2012-08,Saturday,6,641098.77,0.18582488425828067,135,6,7,3450015.71,641098.7749880642,25555.671925925926,0.0,0.11851851851851852,6.227642276422764,0.044444444444444446,0.05185185185185185,0.0,0.0,0.0,,,3988547.885714286,808655.8557142857,4853178.857333333,1017822.1243333333,4659123.591304348,987773.7102173914,,,
2012-08-19,3904300.93,3006801.4,2012,3,8,August,2012-08,Sunday,7,897499.5300000003,0.22987457834096825,158,10,7,3904300.93,897499.5288786204,24710.765379746837,0.0,0.10759493670886076,6.219178082191781,0.06329113924050633,0.04430379746835443,0.0,0.0,0.0,,,4062279.185714286,832026.2771428571,4810939.873,1015822.748,4643063.534680851,985852.9829787235,,,
2012-08-20,3541027.32,2827038.81,2012,3,8,August,2012-08,Monday,1,713988.5099999998,0.2016331548664809,158,17,7,3541027.32,713988.5108173345,22411.565316455693,0.0,0.13291139240506328,6.222222222222222,0.10759493670886076,0.04430379746835443,0.0,0.0,0.0,,,4006973.0871428573,828509.6285714286,4814235.549666666,1016419.646,4620104.446874999,980189.1397916666,,,
2012-08-21,4147483.23,3364364.64,2012,3,8,August,2012-08,Tuesday,2,783118.5899999999,0.1888177833572578,172,19,14,4147483.23,783118.5937048653,24113.274593023256,0.0,0.18023255813953487,5.863945578231292,0.11046511627906977,0.08139534883720931,0.0,0.0,0.0,,,4023197.5257142857,829567.4871428572,4848566.638333334,1022993.7926666666,4610459.115918367,976167.2918367347,,,
2012-08-22,4597682.81,3562468.33,2012,3,8,August,2012-08,Wednesday,3,1035214.4799999995,0.2251600475240265,185,18,8,4597682.81,1035214.4796304317,24852.33951351351,0.0,0.14054054054054055,5.860759493670886,0.0972972972972973,0.043243243243243246,0.0,0.0,0.0,,,4139967.461428571,849831.0314285712,4844138.809,1022650.5743333333,4610203.5898,977348.2356,,,
2012-08-23,5478869.55,4195738.04,2012,3,8,August,2012-08,Thursday,4,1283131.5099999998,0.23419639732068448,231,21,11,5478869.55,1283131.5086051708,23718.05,0.0,0.1774891774891775,6.019900497512438,0.09090909090909091,0.047619047619047616,0.0,0.0,0.0,,,4172666.2285714285,886346.6457142857,4890217.923333333,1037153.4423333332,4627236.255686275,983343.9860784314,,,
2012-08-24,4637850.57,3632210.67,2012,3,8,August,2012-08,Friday,5,1005639.9000000004,0.2168331827042889,196,22,7,4637850.57,1005639.9048470102,23662.502908163267,0.0,0.1377551020408163,5.923076923076923,0.11224489795918367,0.03571428571428571,0.0,0.0,0.0,,,4251032.874285714,908527.327142857,4869923.339666667,1033785.8153333333,4627440.377115385,983772.7536538461,,,
2012-08-25,3589566.28,2784342.75,2012,3,8,August,2012-08,Saturday,6,805223.5299999998,0.2243233491707527,141,16,5,3589566.28,805223.5285663819,25457.91687943262,0.0,0.14184397163120568,6.066666666666666,0.11347517730496454,0.03546099290780142,0.0,0.0,0.0,,,4270968.67,931973.7214285714,4794510.047,1018200.1556666667,4607857.8469811315,980403.9003773584,,,
2012-08-26,4280204.53,3476942.48,2012,3,8,August,2012-08,Sunday,7,803262.0500000003,0.1876690808511434,164,12,11,4280204.53,803262.050970335,26098.8081097561,0.0,0.1951219512195122,6.0675675675675675,0.07317073170731707,0.06707317073170732,0.0,0.0,0.0,,,4324669.184285714,918511.2242857143,4765293.549666666,1006065.649,4601790.192962963,977123.4957407408,,,
2012-08-27,3038895.84,2365260.68,2012,3,8,August,2012-08,Monday,1,673635.1599999997,0.22167102640806527,137,12,11,3038895.84,673635.1627615291,22181.721459854012,0.0,0.145985401459854,5.420168067226891,0.08759124087591241,0.08029197080291971,0.0,0.0,0.0,,,4252936.115714285,912746.46,4722358.182999999,997743.6793333333,4573373.932,971605.526,,,
2012-08-28,9508676.62,7439851.59,2012,3,8,August,2012-08,Tuesday,2,2068825.0299999993,0.21757234078699791,391,34,22,9508676.62,2068825.0298213598,24318.866035805626,0.0,0.13043478260869565,5.994252873563219,0.08695652173913043,0.056265984654731455,0.0,0.0,0.0,,,5018820.885714286,1096418.8085714283,4879174.082,1033886.0556666666,4661504.337142857,991198.7314285714,,,
2012-08-29,9260558.32,7336294.54,2012,3,8,August,2012-08,Wednesday,3,1924263.7800000003,0.20779133541486083,382,40,25,9260558.32,1924263.7808272438,24242.299267015707,0.0,0.1518324607329843,6.051829268292683,0.10471204188481675,0.06544502617801047,0.0,0.0,0.0,,,5684945.9585714275,1223425.8514285716,4968321.660999999,1051660.802,4742189.494736842,1007568.2936842105,,,
2012-08-30,10086534.1,7950911.72,2012,3,8,August,2012-08,Thursday,4,2135622.38,0.2117300510588667,403,45,17,10086534.1,2135622.3816726264,25028.6205955335,0.0,0.11910669975186104,6.107871720116618,0.11166253101736973,0.04218362282878412,0.0,0.0,0.0,,,6343183.7514285715,1345210.2614285715,4999485.393000001,1055890.5159999998,4834333.36724138,1027017.5020689655,,,
2012-08-31,9104678.52,7277460.12,2012,3,8,August,2012-08,Friday,5,1827218.3999999994,0.2006900513825061,393,41,19,9104678.52,1827218.398611001,23167.120916030533,0.0,0.13994910941475827,5.821428571428571,0.10432569974554708,0.04834605597964377,0.0,0.0,0.0,,,6981302.03,1462578.6185714283,4998029.433666666,1055469.697,4906712.0986440675,1040580.2291525424,,,
2012-09-01,8560208.92,6738335.17,2012,3,9,September,2012-09,Saturday,6,1821873.75,0.2128305240008091,341,28,20,8560208.92,1821873.7523377303,25103.251964809384,0.0,0.14076246334310852,5.976510067114094,0.08211143695014662,0.05865102639296188,0.0,0.0,0.0,,,7691393.835714285,1607814.3642857138,4960288.831,1044367.9603333331,4967603.712333334,1053601.7878333335,,,
2012-09-02,2587099.44,1946097.28,2012,3,9,September,2012-09,Sunday,7,641002.1599999999,0.24776865940645865,106,8,5,2587099.44,641002.1555103116,24406.598490566037,0.0,0.10377358490566038,5.957894736842105,0.07547169811320754,0.04716981132075472,0.0,0.0,0.0,,,7449521.68,1584634.3799999997,4736616.480666667,993119.3159999999,4928579.052131148,1046837.8595081967,,,
2012-09-03,3865505.01,3063431.08,2012,3,9,September,2012-09,Monday,1,802073.9299999997,0.20749525040713884,147,12,13,3865505.0100000002,802073.9260938738,26295.952448979595,0.0,0.10204081632653061,6.075757575757576,0.08163265306122448,0.08843537414965986,0.0,0.0,0.0,,,7567608.704285714,1602982.7757142854,4652660.1466666665,976632.8829999999,4911432.696612903,1042890.0541935484,,,
2012-09-04,3645749.44,2876968.79,2012,3,9,September,2012-09,Tuesday,2,768780.6499999999,0.21087040199888227,147,11,6,3645749.44,768780.6465967399,24801.016598639457,0.0,0.1292517006802721,5.992537313432836,0.07482993197278912,0.04081632653061224,0.0,0.0,0.0,,,6730047.678571428,1417262.15,4695544.321666667,985731.8686666664,4891342.486190476,1038539.1112698412,,,
2012-09-05,2398185.51,1966376.48,2012,3,9,September,2012-09,Wednesday,3,431809.0299999998,0.18005655867714748,87,8,5,2398185.51,431809.0314601766,27565.35068965517,0.0,0.10344827586206896,6.191780821917808,0.09195402298850575,0.05747126436781609,0.0,0.0,0.0,,,5749708.705714285,1204054.3285714283,4654483.715333332,976549.3366666666,4852386.9084375,1029058.95375,,,
2012-09-06,2858227.37,2147909.96,2012,3,9,September,2012-09,Thursday,4,710317.4100000001,0.2485167616318782,119,9,12,2858227.37,710317.4076966648,24018.717394957985,0.0,0.16806722689075632,6.471698113207547,0.07563025210084033,0.10084033613445378,0.0,0.0,0.0,,,4717093.458571428,1000439.3328571428,4675082.846333333,984926.9969999999,4821707.530923077,1024155.2376923077,,,
2012-09-07,3282753.8,2580035.06,2012,3,9,September,2012-09,Friday,5,702718.7399999998,0.21406379607267526,139,18,11,3282753.8,702718.7378146716,23616.93381294964,0.0,0.1366906474820144,5.921739130434783,0.12949640287769784,0.07913669064748201,0.0,0.0,0.0,,,3885389.927142857,839796.5242857141,4697256.1943333335,987666.0569999999,4798390.050151515,1019284.9877272727,,,
2012-09-08,3666204.89,2804001.32,2012,3,9,September,2012-09,Saturday,6,862203.5700000003,0.23517604603926004,130,10,7,3666204.89,862203.5747586979,28201.576076923076,0.0,0.13846153846153847,6.1525423728813555,0.07692307692307693,0.05384615384615385,0.0,0.0,0.0,,,3186246.4942857143,702700.7842857142,4670173.306666667,987838.8823333331,4781491.764179104,1016940.4889552239,,,
2012-09-09,4458501.42,3589475.8,2012,3,9,September,2012-09,Sunday,7,869025.6200000001,0.1949142857960557,170,10,7,4458501.42,869025.6213224566,26226.47894117647,0.0,0.10588235294117647,5.815789473684211,0.058823529411764705,0.041176470588235294,0.0,0.0,0.0,,,3453589.634285714,735275.5642857142,4705040.132333334,993032.4999999999,4776741.90617647,1014765.2702941176,,,
2012-09-10,4548962.79,3517300.88,2012,3,9,September,2012-09,Monday,1,1031661.9100000001,0.2267905801005684,186,9,13,4548962.79,1031661.9071276962,24456.789193548386,0.0,0.13440860215053763,5.723529411764706,0.04838709677419355,0.06989247311827956,0.0,0.0,0.0,,,3551226.46,768073.8471428572,4765585.4136666665,1008623.3536666665,4773440.759565217,1015010.1491304348,,,
2012-09-11,4021565.55,3264364.41,2012,3,9,September,2012-09,Tuesday,2,757201.1399999997,0.18828516670578693,129,7,7,4021565.55,757201.1430959939,31174.926744186047,0.0,0.17054263565891473,6.092436974789916,0.05426356589147287,0.05426356589147287,0.0,0.0,0.0,,,3604914.4757142854,766419.6314285714,4786698.204333333,1009399.8389999999,4762699.685142857,1011327.1632857142,,,
2012-09-12,3335978.29,2673690.65,2012,3,9,September,2012-09,Wednesday,3,662287.6400000001,0.19852876200822042,108,5,4,3335978.29,662287.6413700809,30888.68787037037,0.0,0.12962962962962962,5.75,0.046296296296296294,0.037037037037037035,0.0,0.0,0.0,,,3738884.8728571427,799345.1471428572,4766958.480333333,1006855.9253333333,4742605.0176056335,1006411.1136619718,,,
